request_id,department,channel,region,service_area,customer_type,previous_requests_90d,requester_tenure_months,request_text_length,sentiment_score,updates_first_24h,attachments_count,opened_hour,opened_weekday,sla_breach,priority_level,resolution_hours_after_close,closed_status_after_close,escalation_outcome_after_close
SR-00567,Customer Support,Email,England,Access,Internal,0,65,204,0.299,2,0,12,Thu,1,Urgent,89.9,Closed after SLA,Escalated after breach
SR-00763,Operations,Phone,Scotland,Access,Enterprise Client,0,56,196,0.721,0,1,12,Tue,0,Low,15.1,Closed within SLA,Manager note
SR-00475,Finance,Chat,Wales,Technical,Internal,3,5,269,0.004,2,1,12,Tue,0,Low,15.8,Closed within SLA,Team review
SR-00457,Legal,Email,Wales,Access,Internal,2,53,143,-0.429,0,1,8,Tue,0,Urgent,22.5,Closed within SLA,No escalation
SR-00261,Operations,Portal,Northern Ireland,Technical,SME Client,3,42,75,0.034,2,0,11,Thu,0,Low,21.7,Closed within SLA,Team review
SR-00036,Operations,Portal,England,Onboarding,Internal,4,5,203,-0.193,1,0,16,Wed,1,Low,70.6,Closed after SLA,No escalation
SR-00310,Operations,Email,England,Technical,Enterprise Client,2,42,235,0.687,1,1,11,Wed,1,Standard,53.0,Closed after SLA,No escalation
SR-00277,Finance,Email,Northern Ireland,Technical,Internal,0,48,93,0.824,1,1,15,Tue,1,Low,74.2,Closed after SLA,Team review
SR-00637,IT,Phone,England,Onboarding,SME Client,4,62,243,-0.516,0,0,8,Mon,1,Standard,72.3,Closed after SLA,No escalation
SR-00655,Customer Support,Portal,England,Onboarding,Enterprise Client,0,82,207,-0.936,3,0,10,Fri,0,Low,18.7,Closed within SLA,Manager note
SR-00623,Legal,Chat,Scotland,Technical,Internal,3,66,180,0.35,0,1,18,Fri,1,Low,80.7,Closed after SLA,No escalation
SR-00394,IT,Portal,England,Data Request,Internal,5,39,194,0.011,5,1,17,Thu,1,Urgent,72.8,Closed after SLA,Escalated after breach
SR-00841,Operations,Portal,England,Policy,Internal,2,1,300,-0.974,0,0,8,Fri,0,Low,12.4,Closed within SLA,No escalation
SR-00108,Finance,Portal,England,Technical,Enterprise Client,1,30,246,-0.046,0,1,19,Thu,0,Low,15.8,Closed within SLA,Team review
SR-00847,HR,Phone,Scotland,Onboarding,SME Client,1,48,201,0.528,1,2,10,Tue,1,Standard,71.6,Closed after SLA,No escalation
SR-00525,Operations,Portal,England,Access,Public Sector,0,62,143,-0.154,0,0,19,Mon,0,Low,13.4,Closed within SLA,No escalation
SR-00785,Legal,Portal,England,Technical,Enterprise Client,1,63,188,-0.413,0,0,7,Mon,1,Standard,72.0,Closed after SLA,No escalation
SR-00048,Finance,Chat,England,Access,SME Client,1,11,176,-0.267,3,0,10,Fri,0,Low,34.7,Closed within SLA,No escalation
SR-00204,Operations,Phone,England,Data Request,Internal,2,14,71,-0.114,3,0,14,Wed,1,Standard,68.6,Closed after SLA,No escalation
SR-00829,Customer Support,Portal,England,Policy,Internal,2,46,245,-0.242,1,0,8,Fri,1,Standard,75.2,Closed after SLA,No escalation
SR-00632,Customer Support,Portal,England,Billing,Internal,1,76,216,-0.402,0,0,8,Fri,1,Standard,60.5,Closed after SLA,Team review
SR-00022,Finance,Phone,England,Technical,Internal,3,54,178,-0.125,1,1,8,Thu,0,Low,29.1,Closed within SLA,Team review
SR-00403,Customer Support,Phone,Wales,Data Request,Public Sector,4,58,189,-0.048,2,2,12,Fri,0,Urgent,33.8,Closed within SLA,No escalation
SR-00084,Operations,Email,Scotland,Billing,SME Client,1,66,266,0.3,3,1,10,Mon,0,Low,26.4,Closed within SLA,No escalation
SR-00131,Operations,Email,England,Billing,Public Sector,4,17,172,0.081,2,1,10,Mon,1,Standard,71.5,Closed after SLA,No escalation
SR-00416,Finance,Phone,England,Technical,SME Client,3,4,148,0.361,1,0,11,Mon,1,Standard,62.3,Closed after SLA,No escalation
SR-00742,Operations,Portal,England,Access,Internal,2,27,240,-0.181,1,3,10,Thu,0,Low,36.6,Closed within SLA,No escalation
SR-00698,IT,Portal,England,Access,SME Client,2,39,238,-0.439,0,2,12,Fri,1,Standard,47.2,Closed after SLA,No escalation
SR-00287,Operations,Portal,England,Access,Public Sector,2,23,179,-0.874,1,0,19,Wed,1,Low,73.5,Closed after SLA,Team review
SR-00124,HR,Email,England,Data Request,SME Client,4,11,252,-0.227,3,0,8,Mon,1,Urgent,72.2,Closed after SLA,Escalated after breach
SR-00034,Finance,Phone,England,Billing,SME Client,6,73,161,-0.455,1,1,9,Tue,0,Standard,34.0,Closed within SLA,No escalation
SR-00875,IT,Email,England,Billing,SME Client,3,57,85,1.0,1,1,13,Thu,0,Standard,26.9,Closed within SLA,Team review
SR-00517,Finance,Email,England,Billing,SME Client,2,35,176,0.703,3,0,11,Fri,0,Standard,16.3,Closed within SLA,Manager note
SR-00020,IT,Email,England,Onboarding,Public Sector,3,75,98,-0.758,2,0,19,Wed,1,Urgent,71.0,Closed after SLA,Escalated after breach
SR-00830,Finance,Portal,England,Onboarding,Internal,0,43,167,-0.264,2,1,8,Fri,0,Standard,21.4,Closed within SLA,No escalation
SR-00220,HR,Chat,England,Technical,Enterprise Client,3,37,207,0.365,0,1,9,Thu,0,Low,26.1,Closed within SLA,No escalation
SR-00896,Customer Support,Portal,England,Data Request,SME Client,2,80,259,0.11,2,1,15,Mon,1,Urgent,76.0,Closed after SLA,Escalated after breach
SR-00482,Operations,Portal,England,Billing,Internal,1,4,276,-0.571,1,0,12,Tue,1,Standard,81.8,Closed after SLA,Manager note
SR-00357,Customer Support,Phone,England,Technical,Public Sector,2,82,170,0.763,1,0,9,Wed,0,Standard,25.1,Closed within SLA,No escalation
SR-00662,Customer Support,Email,England,Billing,Public Sector,4,66,193,0.186,0,1,8,Wed,1,Urgent,72.7,Closed after SLA,Escalated after breach
SR-00225,Finance,Email,England,Access,Enterprise Client,4,9,111,0.698,2,0,10,Tue,1,Low,48.3,Closed after SLA,No escalation
SR-00760,HR,Portal,England,Technical,Enterprise Client,1,43,200,-0.038,1,1,15,Mon,0,Low,32.9,Closed within SLA,Team review
SR-00093,HR,Phone,England,Technical,Internal,1,73,159,-0.943,1,0,10,Wed,1,Urgent,65.6,Closed after SLA,Escalated after breach
SR-00152,Customer Support,Portal,England,Onboarding,SME Client,2,22,219,-0.357,0,0,7,Thu,0,Low,33.1,Closed within SLA,No escalation
SR-00881,HR,Portal,Scotland,Technical,SME Client,1,70,181,-0.325,1,0,11,Tue,0,Standard,10.9,Closed within SLA,No escalation
SR-00318,IT,Email,England,Access,SME Client,1,25,231,0.965,3,0,19,Wed,1,Low,68.6,Closed after SLA,No escalation
SR-00449,Operations,Email,England,Policy,SME Client,1,27,170,-0.852,0,0,10,Wed,1,Urgent,80.3,Closed after SLA,Escalated after breach
SR-00804,IT,Email,Scotland,Technical,Internal,4,23,128,0.16,2,0,8,Wed,0,Urgent,24.7,Closed within SLA,No escalation
SR-00746,HR,Email,England,Billing,Public Sector,2,10,294,-1.0,0,0,8,Thu,0,Low,5.8,Closed within SLA,Team review
SR-00523,Operations,Email,England,Technical,Public Sector,0,50,172,0.905,3,0,19,Fri,1,Standard,64.8,Closed after SLA,Manager note
SR-00280,Customer Support,Portal,England,Policy,SME Client,7,1,124,0.122,1,0,13,Wed,1,Standard,74.9,Closed after SLA,Manager note
SR-00584,HR,Portal,England,Access,SME Client,1,57,129,-1.0,1,0,12,Fri,1,Low,59.0,Closed after SLA,No escalation
SR-00765,Customer Support,Chat,England,Technical,Enterprise Client,2,48,238,0.396,0,0,12,Wed,0,Standard,15.7,Closed within SLA,Manager note
SR-00605,Legal,Phone,Scotland,Technical,Enterprise Client,5,80,219,0.642,0,0,9,Wed,1,Standard,76.6,Closed after SLA,Team review
SR-00350,Operations,Chat,England,Billing,Internal,0,42,204,-0.178,1,1,15,Wed,0,Low,22.2,Closed within SLA,No escalation
SR-00375,Operations,Portal,England,Policy,Internal,1,56,323,-0.16,0,0,14,Fri,1,Low,68.4,Closed after SLA,No escalation
SR-00401,Finance,Portal,England,Data Request,Enterprise Client,5,48,173,1.0,0,0,8,Tue,0,Standard,16.8,Closed within SLA,No escalation
SR-00705,Finance,Portal,England,Policy,Internal,2,18,150,-0.666,2,1,13,Wed,0,Low,39.1,Closed within SLA,Manager note
SR-00258,Operations,Portal,England,Access,SME Client,2,80,249,-1.0,1,0,16,Fri,1,Low,53.6,Closed after SLA,No escalation
SR-00852,Operations,Portal,England,Onboarding,Public Sector,0,23,173,0.218,2,0,17,Mon,0,Standard,34.4,Closed within SLA,Team review
SR-00073,Customer Support,Portal,Northern Ireland,Policy,Internal,2,60,124,0.605,2,1,12,Mon,0,Standard,14.4,Closed within SLA,No escalation
SR-00196,Operations,Email,Scotland,Access,Enterprise Client,3,42,163,0.036,3,1,9,Tue,0,Standard,22.5,Closed within SLA,No escalation
SR-00484,Finance,Chat,England,Access,Internal,2,53,229,-0.682,1,0,10,Mon,1,Low,56.9,Closed after SLA,No escalation
SR-00856,HR,Email,Wales,Technical,Internal,0,71,198,-0.313,4,0,19,Thu,1,Low,74.6,Closed after SLA,No escalation
SR-00138,HR,Email,England,Billing,Enterprise Client,3,72,293,0.472,2,0,11,Tue,1,Urgent,65.2,Closed after SLA,Escalated after breach
SR-00495,Customer Support,Phone,England,Technical,Internal,2,18,265,-1.0,4,0,16,Thu,1,Urgent,73.9,Closed after SLA,Escalated after breach
SR-00773,IT,Phone,Scotland,Onboarding,SME Client,3,61,122,0.365,4,0,11,Fri,1,Standard,75.8,Closed after SLA,Team review
SR-00551,HR,Phone,England,Data Request,Internal,0,9,211,-0.495,3,0,9,Tue,0,Low,27.3,Closed within SLA,Team review
SR-00463,Legal,Email,England,Access,Internal,3,46,206,0.764,2,0,10,Fri,1,Urgent,58.8,Closed after SLA,Escalated after breach
SR-00202,Legal,Portal,England,Data Request,Internal,3,83,155,0.376,1,1,15,Fri,0,Standard,30.1,Closed within SLA,No escalation
SR-00313,Operations,Email,England,Technical,Public Sector,1,2,143,0.472,0,0,12,Thu,0,Low,16.1,Closed within SLA,No escalation
SR-00291,Customer Support,Email,England,Technical,Internal,2,83,123,0.215,0,0,14,Wed,0,Standard,12.5,Closed within SLA,No escalation
SR-00190,Finance,Email,England,Access,Enterprise Client,1,9,104,-0.13,3,0,14,Wed,0,Low,23.6,Closed within SLA,Team review
SR-00764,Operations,Portal,England,Billing,Public Sector,5,39,156,-0.261,1,1,17,Tue,1,Urgent,72.3,Closed after SLA,Escalated after breach
SR-00113,Finance,Email,Wales,Technical,Public Sector,2,53,144,0.271,1,2,7,Tue,0,Standard,34.7,Closed within SLA,No escalation
SR-00184,Finance,Phone,England,Billing,Internal,3,73,142,0.095,4,1,14,Tue,0,Low,30.2,Closed within SLA,Team review
SR-00153,Operations,Portal,Scotland,Technical,SME Client,3,14,138,0.534,1,0,13,Mon,0,Low,10.3,Closed within SLA,No escalation
SR-00825,Customer Support,Email,England,Onboarding,SME Client,4,22,125,-0.511,1,0,10,Mon,1,Low,67.6,Closed after SLA,No escalation
SR-00326,IT,Chat,England,Access,SME Client,1,14,61,0.342,1,1,14,Thu,1,Standard,36.3,Closed after SLA,Team review
SR-00704,Customer Support,Phone,Scotland,Policy,SME Client,2,80,289,-1.0,2,2,15,Tue,1,Standard,64.2,Closed after SLA,No escalation
SR-00045,Customer Support,Email,England,Billing,Internal,2,47,153,0.209,1,1,16,Wed,1,Low,65.6,Closed after SLA,No escalation
SR-00445,Finance,Chat,England,Policy,SME Client,4,24,217,-0.496,1,0,9,Thu,0,Low,23.2,Closed within SLA,No escalation
SR-00788,Finance,Email,England,Technical,Internal,3,37,244,0.657,4,0,14,Wed,1,Low,62.2,Closed after SLA,Team review
SR-00007,Customer Support,Email,England,Policy,Internal,2,53,176,-0.177,5,1,16,Thu,1,Urgent,79.7,Closed after SLA,Escalated after breach
SR-00251,IT,Portal,Northern Ireland,Access,SME Client,4,53,199,-0.256,0,0,14,Tue,0,Low,37.7,Closed within SLA,No escalation
SR-00824,IT,Email,Wales,Billing,Internal,2,37,228,-0.391,0,2,18,Thu,0,Standard,44.3,Closed within SLA,No escalation
SR-00076,Finance,Email,Scotland,Billing,Public Sector,2,69,119,0.167,1,1,8,Tue,0,Low,31.3,Closed within SLA,Team review
SR-00513,Operations,Phone,England,Technical,Enterprise Client,3,48,267,0.107,1,0,15,Wed,1,Urgent,68.7,Closed after SLA,Escalated after breach
SR-00392,Operations,Email,England,Policy,SME Client,0,30,214,-0.389,2,0,7,Thu,0,Low,10.9,Closed within SLA,Team review
SR-00433,IT,Email,England,Access,Enterprise Client,1,18,284,0.361,2,1,8,Fri,0,Low,1.0,Closed within SLA,No escalation
SR-00069,Operations,Email,England,Policy,SME Client,2,48,102,-0.144,2,0,7,Tue,1,Standard,66.7,Closed after SLA,No escalation
SR-00168,Customer Support,Phone,Scotland,Onboarding,Internal,3,18,160,0.127,1,2,18,Thu,0,Low,32.2,Closed within SLA,No escalation
SR-00731,Finance,Email,England,Onboarding,Internal,2,7,321,0.132,0,0,9,Tue,1,Standard,56.3,Closed after SLA,Team review
SR-00555,Operations,Portal,England,Access,SME Client,2,35,213,-0.584,2,2,8,Fri,0,Standard,24.6,Closed within SLA,No escalation
SR-00367,Customer Support,Portal,Wales,Onboarding,SME Client,1,3,152,1.0,0,0,14,Thu,0,Low,24.4,Closed within SLA,No escalation
SR-00346,Customer Support,Portal,Wales,Data Request,Public Sector,2,55,128,0.837,0,1,13,Wed,0,Urgent,1.0,Closed within SLA,No escalation
SR-00585,Customer Support,Email,England,Access,Public Sector,4,16,157,0.321,3,0,18,Wed,0,Standard,18.7,Closed within SLA,No escalation
SR-00536,Operations,Chat,England,Access,Internal,0,68,124,0.291,0,2,8,Wed,0,Low,7.8,Closed within SLA,No escalation
SR-00399,HR,Phone,England,Billing,Internal,6,11,174,-0.038,1,1,8,Mon,0,Standard,22.2,Closed within SLA,No escalation
SR-00186,IT,Phone,Wales,Billing,Public Sector,2,39,254,0.67,5,0,14,Wed,0,Standard,23.1,Closed within SLA,No escalation
SR-00349,IT,Chat,Scotland,Policy,Public Sector,2,7,142,0.123,0,2,17,Thu,0,Urgent,40.0,Closed within SLA,Team review
SR-00616,Customer Support,Portal,England,Access,Internal,1,48,122,0.137,2,1,15,Thu,1,Low,74.5,Closed after SLA,No escalation
SR-00212,IT,Email,England,Access,Internal,0,54,119,-0.7,5,0,14,Tue,1,Standard,77.0,Closed after SLA,No escalation
SR-00580,Finance,Email,England,Access,Public Sector,4,68,100,0.882,3,0,10,Thu,1,Urgent,63.6,Closed after SLA,Escalated after breach
SR-00503,Customer Support,Chat,England,Policy,SME Client,2,55,265,0.455,1,0,19,Tue,0,Low,34.7,Closed within SLA,No escalation
SR-00538,Operations,Email,England,Billing,Public Sector,4,52,73,-0.539,4,0,7,Tue,1,Urgent,85.1,Closed after SLA,Escalated after breach
SR-00197,IT,Portal,England,Data Request,Enterprise Client,3,13,101,1.0,2,0,17,Wed,1,Low,63.4,Closed after SLA,No escalation
SR-00176,Operations,Portal,England,Access,SME Client,1,50,213,0.381,0,0,12,Wed,1,Standard,44.7,Closed after SLA,Manager note
